ID,i
ISIC_0010588,3
ISIC_0013394,4
ISIC_0012785,3
ISIC_0000511,4
ISIC_0015113,5
ISIC_0013274,5
ISIC_0013023,4
ISIC_0000376,5
ISIC_0013831,5
ISIC_0014171,6
ISIC_0009929,6
ISIC_0013498,6
ISIC_0014094,5
ISIC_0000068,6
ISIC_0013725,5
ISIC_0000159,6
ISIC_0011114,6
ISIC_0000307,5
ISIC_0013390,5
ISIC_0014347,2
ISIC_0014832,5
ISIC_0009889,6
ISIC_0013306,2
ISIC_0000165,5
ISIC_0014432,4
ISIC_0009895,6
ISIC_0011205,6
ISIC_0014730,5
ISIC_0013625,4
ISIC_0000069,5
ISIC_0012889,3
ISIC_0013047,5
ISIC_0010042,3
ISIC_0010246,5
ISIC_0012094,5
ISIC_0012183,4
ISIC_0010207,4
ISIC_0012790,1
ISIC_0000302,6
ISIC_0014804,5
ISIC_0013804,5
ISIC_0000514,5
ISIC_0000467,6
ISIC_0000062,5
ISIC_0009877,2
ISIC_0010861,5
ISIC_0013233,5
ISIC_0011085,6
ISIC_0000246,5
ISIC_0014289,5
ISIC_0009920,1
ISIC_0013075,5
ISIC_0005000,4
ISIC_0014933,5
ISIC_0012813,4
ISIC_0000072,5
ISIC_0000535,5
ISIC_0008396,4
ISIC_0009941,5
ISIC_0010051,4
ISIC_0012810,1
ISIC_0000101,5
ISIC_0000321,5
ISIC_0008207,5
ISIC_0010490,3
ISIC_0012543,4
ISIC_0000370,6
ISIC_0009953,6
ISIC_0000325,6
ISIC_0014163,4
ISIC_0013341,5
ISIC_0014951,5
ISIC_0014754,5
ISIC_0010329,6
ISIC_0014788,5
ISIC_0010043,1
ISIC_0000121,2
ISIC_0012291,2
ISIC_0010090,3
ISIC_0000367,6
ISIC_0000209,4
ISIC_0013740,4
ISIC_0000217,4
ISIC_0015038,6
ISIC_0000074,6
ISIC_0012397,4
ISIC_0000538,5
ISIC_0011135,5
ISIC_0007475,4
ISIC_0010466,5
ISIC_0000176,6
ISIC_0012823,5
ISIC_0010569,5
ISIC_0010047,2
ISIC_0006982,3
ISIC_0011212,5
ISIC_0014723,5
ISIC_0000383,5
ISIC_0013015,5
ISIC_0013424,3
ISIC_0013187,5
ISIC_0000031,6
ISIC_0014013,5
ISIC_0013369,3
ISIC_0012950,5
ISIC_0000327,4
ISIC_0010022,6
ISIC_0013667,4
ISIC_0000218,5
ISIC_0009961,2
ISIC_0015082,4
ISIC_0000554,3
ISIC_0000358,2
ISIC_0012871,1
ISIC_0013129,5
ISIC_0013621,3
ISIC_0013335,4
ISIC_0010854,5
ISIC_0000127,6
ISIC_0014846,6
ISIC_0000384,6
ISIC_0002879,4
ISIC_0013492,6
ISIC_0013181,5
ISIC_0015153,6
ISIC_0012675,6
ISIC_0012735,6
ISIC_0009966,6
ISIC_0013311,5
ISIC_0004115,4
ISIC_0009967,5
ISIC_0010447,5
ISIC_0013200,3
ISIC_0012787,3
ISIC_0012209,5
ISIC_0014498,5
ISIC_0014602,3
ISIC_0000390,6
ISIC_0012415,5
ISIC_0000088,5
ISIC_0012097,6
ISIC_0011117,3
ISIC_0012271,5
ISIC_0013189,5
ISIC_0000259,3
ISIC_0000256,5
ISIC_0014866,5
ISIC_0013596,5
ISIC_0015233,5
ISIC_0000093,5
ISIC_0013065,5
ISIC_0000275,6
ISIC_0013217,5
ISIC_0014173,6
ISIC_0010264,3
ISIC_0013594,2
ISIC_0013193,3
ISIC_0009981,5
ISIC_0010225,5
ISIC_0010187,6
ISIC_0009971,5
ISIC_0014838,6
ISIC_0010105,6
ISIC_0014793,5
ISIC_0014654,3
ISIC_0009901,5
ISIC_0010086,4
ISIC_0012170,2
ISIC_0013782,5
ISIC_0014797,5
ISIC_0000388,4
ISIC_0013652,5
ISIC_0014795,5
ISIC_0013626,5
ISIC_0014808,5
ISIC_0000382,4
ISIC_0013434,5
ISIC_0010351,4
ISIC_0008403,4
ISIC_0013982,4
ISIC_0013603,5
ISIC_0010863,4
ISIC_0010471,6
ISIC_0000412,3
ISIC_0009951,3
ISIC_0011343,5
ISIC_0013830,5
ISIC_0009910,6
ISIC_0009888,5
ISIC_0014593,6
ISIC_0014475,5
ISIC_0015045,6
ISIC_0010046,4
ISIC_0013198,5
ISIC_0010069,5
ISIC_0011107,2
ISIC_0014066,4
ISIC_0011367,1
ISIC_0000496,5
ISIC_0000199,5
ISIC_0000381,6
ISIC_0013910,5
ISIC_0012141,5
ISIC_0013675,3
ISIC_0012516,5
ISIC_0010265,5
ISIC_0011361,5
ISIC_0010599,5
ISIC_0011126,6
ISIC_0000046,3
ISIC_0010473,6
ISIC_0000041,5
ISIC_0010602,5
ISIC_0014657,5
ISIC_0013664,4
ISIC_0010339,5
ISIC_0000269,5
ISIC_0009899,3
ISIC_0014046,4
ISIC_0012311,4
ISIC_0014151,4
ISIC_0013409,6
ISIC_0013517,4
ISIC_0009896,5
ISIC_0014529,5
ISIC_0014290,5
ISIC_0012671,5
ISIC_0000416,6
ISIC_0014422,2
ISIC_0009906,4
ISIC_0011095,6
ISIC_0000425,3
ISIC_0012907,5
ISIC_0014580,2
ISIC_0011294,6
ISIC_0000171,6
ISIC_0012814,3
ISIC_0001148,5
ISIC_0000009,5
ISIC_0000498,6
ISIC_0013432,5
ISIC_0012284,5
ISIC_0014599,6
ISIC_0012692,5
ISIC_0012379,4
ISIC_0001126,4
ISIC_0009939,5
ISIC_0000316,2
ISIC_0013433,5
ISIC_0000141,5
ISIC_0014274,5
ISIC_0014617,6
ISIC_0014554,3
ISIC_0011387,5
ISIC_0000192,6
ISIC_0014120,4
ISIC_0013879,4
ISIC_0012549,5
ISIC_0001960,3
ISIC_0014641,2
ISIC_0010357,6
ISIC_0011345,5
ISIC_0012770,5
ISIC_0006021,4
ISIC_0012970,5
ISIC_0014975,4
ISIC_0000494,5
ISIC_0011088,4
ISIC_0013670,5
ISIC_0013497,3
ISIC_0000015,6
ISIC_0011304,5
ISIC_0010055,4
ISIC_0002780,2
ISIC_0000122,5
ISIC_0010067,4
ISIC_0013643,5
ISIC_0013190,5
ISIC_0000369,4
ISIC_0013672,4
ISIC_0010860,6
ISIC_0013971,5
ISIC_0014248,4
ISIC_0010467,5
ISIC_0012450,5
ISIC_0000071,5
ISIC_0013114,5
ISIC_0013000,1
ISIC_0014547,5
ISIC_0011204,5
ISIC_0010062,4
ISIC_0012725,5
ISIC_0013397,5
ISIC_0014316,4
ISIC_0009949,6
ISIC_0000485,5
ISIC_0000229,6
ISIC_0009987,6
ISIC_0000555,4
ISIC_0004110,6
ISIC_0012987,3
ISIC_0012949,5
ISIC_0014433,5
ISIC_0011157,4
ISIC_0013026,5
ISIC_0013094,5
ISIC_0000534,6
ISIC_0009968,5
ISIC_0010360,5
ISIC_0010382,1
ISIC_0000111,6
ISIC_0012517,4
ISIC_0010002,4
ISIC_0013054,2
ISIC_0001152,6
ISIC_0000330,6
ISIC_0013639,6
ISIC_0013778,5
ISIC_0010362,6
ISIC_0008145,4
ISIC_0000478,4
ISIC_0009872,4
ISIC_0002093,5
ISIC_0010219,4
ISIC_0013333,4
ISIC_0011213,5
ISIC_0013806,5
ISIC_0014775,6
ISIC_0000368,6
ISIC_0002476,4
ISIC_0000191,4
ISIC_0000160,5
ISIC_0013618,4
ISIC_0012658,3
ISIC_0008626,4
ISIC_0000124,5
ISIC_0010251,5
ISIC_0012897,5
ISIC_0009868,6
ISIC_0012962,4
ISIC_0000461,5
ISIC_0002975,5
ISIC_0000407,5
ISIC_0014716,5
ISIC_0015181,5
ISIC_0014049,5
ISIC_0010465,5
ISIC_0010229,5
ISIC_0000032,5
ISIC_0013886,5
ISIC_0010346,5
ISIC_0000315,5
ISIC_0000129,5
ISIC_0014589,5
ISIC_0013890,4
ISIC_0013356,5
ISIC_0010858,3
ISIC_0000147,6
ISIC_0001134,6
ISIC_0010330,4
ISIC_0000353,4
ISIC_0013302,5
ISIC_0010488,3
ISIC_0014099,5
ISIC_0000205,5
ISIC_0000303,5
ISIC_0010171,5
ISIC_0008528,3
ISIC_0000473,5
ISIC_0010472,6
ISIC_0001105,6
ISIC_0001131,6
ISIC_0000251,5
ISIC_0000029,5
ISIC_0002439,5
ISIC_0005787,2
ISIC_0000527,6
ISIC_0014612,2
ISIC_0012227,3
ISIC_0009898,4
ISIC_0000242,6
ISIC_0014585,3
ISIC_0013997,5
ISIC_0000097,5
ISIC_0000468,5
ISIC_0013687,5
ISIC_0013737,5
ISIC_0014791,6
ISIC_0014708,5
ISIC_0012693,5
ISIC_0010003,6
ISIC_0014783,5
ISIC_0014731,4
ISIC_0014357,2
ISIC_0012382,5
ISIC_0012674,4
ISIC_0009923,4
ISIC_0013523,5
ISIC_0015109,5
ISIC_0014431,5
ISIC_0011322,5
ISIC_0000329,6
ISIC_0014636,2
ISIC_0011168,5
ISIC_0010249,5
ISIC_0000008,6
ISIC_0010593,6
ISIC_0012657,5
ISIC_0000418,5
ISIC_0000546,5
ISIC_0006795,4
ISIC_0012406,5
ISIC_0010562,3
ISIC_0013071,2
ISIC_0009943,5
ISIC_0011119,5
ISIC_0013962,4
ISIC_0012969,5
ISIC_0011330,6
ISIC_0014848,6
ISIC_0013248,5
ISIC_0012944,4
ISIC_0014062,4
ISIC_0000197,6
ISIC_0001140,6
ISIC_0013425,4
ISIC_0000499,6
ISIC_0010058,6
ISIC_0002469,5
ISIC_0002488,4
ISIC_0010000,5
ISIC_0000226,5
ISIC_0011208,5
ISIC_0010036,4
ISIC_0013243,5
ISIC_0000162,5
ISIC_0012116,5
ISIC_0000007,5
ISIC_0002616,3
ISIC_0013438,4
ISIC_0012800,4
ISIC_0010592,6
ISIC_0010477,4
ISIC_0000225,5
ISIC_0010205,6
ISIC_0000247,4
ISIC_0009958,5
ISIC_0012089,5
ISIC_0000349,4
ISIC_0015200,6
ISIC_0000024,2
ISIC_0000359,6
ISIC_0000542,5
ISIC_0000420,6
ISIC_0010247,4
ISIC_0010483,5
ISIC_0014570,4
ISIC_0012102,3
ISIC_0014680,5
ISIC_0000490,5
ISIC_0010481,3
ISIC_0014622,6
ISIC_0013340,4
ISIC_0000216,6
ISIC_0007557,4
ISIC_0009972,5
ISIC_0000184,5
ISIC_0013405,3
ISIC_0011166,5
ISIC_0000474,6
ISIC_0012726,5
ISIC_0009994,5
ISIC_0010170,4
ISIC_0011177,1
ISIC_0010461,6
ISIC_0012285,3
ISIC_0015170,5
ISIC_0012981,5
ISIC_0014665,5
ISIC_0013580,5
ISIC_0013288,4
ISIC_0010568,6
ISIC_0011102,6
ISIC_0000515,6
ISIC_0009940,5
ISIC_0000204,6
ISIC_0012685,5
ISIC_0013150,2
ISIC_0014595,3
ISIC_0010597,6
ISIC_0013033,4
ISIC_0014076,3
ISIC_0013055,5
ISIC_0011170,5
ISIC_0013213,5
ISIC_0011218,5
ISIC_0000056,5
ISIC_0010487,1
ISIC_0010078,6
ISIC_0000193,6
ISIC_0012245,3
ISIC_0000447,3
ISIC_0000300,5
ISIC_0009583,2
ISIC_0009918,6
ISIC_0012880,5
ISIC_0014249,5
ISIC_0012930,6
ISIC_0012932,3
ISIC_0006940,4
ISIC_0000480,5
ISIC_0012670,2
ISIC_0014664,5
ISIC_0014639,4
ISIC_0000153,4
ISIC_0000413,3
ISIC_0012998,5
ISIC_0014803,6
ISIC_0012118,5
ISIC_0010317,5
ISIC_0010442,5
ISIC_0000350,6
ISIC_0009914,5
ISIC_0014760,6
ISIC_0014591,5
ISIC_0014440,4
ISIC_0012945,4
ISIC_0012135,5
ISIC_0000014,5
ISIC_0012898,1
ISIC_0000444,5
ISIC_0012090,4
ISIC_0013360,4
ISIC_0014908,6
ISIC_0013815,5
ISIC_0013196,5
ISIC_0012384,4
ISIC_0011137,5
ISIC_0014923,5
ISIC_0014069,2
ISIC_0011372,5
ISIC_0015219,5
ISIC_0004166,3
ISIC_0000237,6
ISIC_0014897,6
ISIC_0013097,5
ISIC_0000421,5
ISIC_0000999,5
ISIC_0010237,5
ISIC_0014609,5
ISIC_0003056,6
ISIC_0000551,3
ISIC_0012902,3
ISIC_0010028,5
ISIC_0009599,3
ISIC_0000479,4
ISIC_0006114,2
ISIC_0014093,5
ISIC_0013371,4
ISIC_0013025,5
ISIC_0014811,5
ISIC_0013783,4
ISIC_0000387,5
ISIC_0002287,5
ISIC_0013942,5
ISIC_0012789,5
ISIC_0011101,6
ISIC_0013141,5
ISIC_0000457,5
ISIC_0000528,4
ISIC_0010177,2
ISIC_0012518,2
ISIC_0012873,6
ISIC_0014045,2
ISIC_0013079,3
ISIC_0014898,5
ISIC_0014127,5
ISIC_0010040,4
ISIC_0000240,5
ISIC_0011366,3
ISIC_0010215,6
ISIC_0014361,5
ISIC_0009963,3
ISIC_0014004,3
ISIC_0000067,5
ISIC_0013684,4
ISIC_0010017,5
ISIC_0013800,5
ISIC_0002353,5
ISIC_0009869,6
ISIC_0013690,5
ISIC_0000550,5
ISIC_0011225,5
ISIC_0002453,4
ISIC_0013578,4
ISIC_0000207,4
ISIC_0010494,6
ISIC_0002459,5
ISIC_0000354,4
ISIC_0015284,6
ISIC_0000136,6
ISIC_0014806,5
ISIC_0014156,5
ISIC_0010222,5
ISIC_0014480,5
ISIC_0000236,6
ISIC_0011348,6
ISIC_0014722,6
ISIC_0013552,5
ISIC_0012883,5
ISIC_0014189,4
ISIC_0013219,4
ISIC_0000379,6
ISIC_0013674,5
ISIC_0011224,4
ISIC_0000126,6
ISIC_0012700,5
ISIC_0001103,6
ISIC_0012475,4
ISIC_0012259,5
ISIC_0009252,3
ISIC_0010014,6
ISIC_0012203,4
ISIC_0010074,5
ISIC_0014667,3
ISIC_0013592,5
ISIC_0000103,5
ISIC_0011358,3
ISIC_0009874,6
ISIC_0013610,5
ISIC_0000096,4
ISIC_0014694,5
ISIC_0011300,6
ISIC_0014839,5
ISIC_0012512,5
ISIC_0013088,5
ISIC_0014651,4
ISIC_0000048,5
ISIC_0010557,6
ISIC_0014114,2
ISIC_0011115,5
ISIC_0013839,5
ISIC_0007087,4
ISIC_0000234,4
ISIC_0012976,5
ISIC_0013315,6
ISIC_0009083,3
ISIC_0012261,2
ISIC_0014987,5
ISIC_0009954,1
ISIC_0000556,5
ISIC_0014770,5
ISIC_0000324,4
ISIC_0000423,5
ISIC_0009917,3
ISIC_0000347,1
ISIC_0011164,5
ISIC_0002673,5
ISIC_0010240,5
ISIC_0012238,4
ISIC_0012246,5
ISIC_0008879,4
ISIC_0010372,5
ISIC_0000001,5
ISIC_0012390,2
ISIC_0013671,4
ISIC_0014158,5
ISIC_0000020,5
ISIC_0002489,5
ISIC_0010367,5
ISIC_0000167,5
ISIC_0012702,4
ISIC_0010340,5
ISIC_0013805,5
ISIC_0000391,4
ISIC_0011203,2
ISIC_0009873,4
ISIC_0014136,4
ISIC_0000002,6
ISIC_0013599,5
ISIC_0012952,3
ISIC_0013685,5
ISIC_0014331,3
ISIC_0002829,5
ISIC_0012911,5
ISIC_0014238,4
ISIC_0005555,5
ISIC_0013222,5
ISIC_0014197,3
ISIC_0013965,3
ISIC_0006350,4
ISIC_0009885,6
ISIC_0010848,3
ISIC_0009969,6
ISIC_0003728,4
ISIC_0000037,6
ISIC_0000346,5
ISIC_0013835,2
ISIC_0000523,5
ISIC_0014748,5
ISIC_0000023,5
ISIC_0013840,4
ISIC_0000086,5
ISIC_0012739,5
ISIC_0006326,5
ISIC_0011328,3
ISIC_0012333,5
ISIC_0000340,5
ISIC_0010468,6
ISIC_0010089,6
ISIC_0012253,2
ISIC_0012835,5
ISIC_0012737,4
ISIC_0012320,4
ISIC_0012721,5
ISIC_0000298,5
ISIC_0014621,3
ISIC_0000426,6
ISIC_0012235,3
ISIC_0014372,3
ISIC_0012318,3
ISIC_0000442,3
ISIC_0012662,5
ISIC_0013797,5
ISIC_0012854,5
ISIC_0013986,4
ISIC_0012961,4
ISIC_0013601,1
ISIC_0011162,3
