ID,i,ii
ISIC_0012676,2,0.7613498209220052
ISIC_0012416,2,0.5602192913416673
ISIC_0000548,2,0.6916141139602308
ISIC_0010573,2,0.782134375737607
ISIC_0000034,2,0.8187271828641967
ISIC_0000022,2,0.8096555877680153
ISIC_0014699,2,0.8675366894021872
ISIC_0013972,2,0.43578362450640185
ISIC_0000081,2,0.6331595456540591
ISIC_0002806,2,0.5775872206977656
ISIC_0014150,2,0.5672611446961094
ISIC_0000378,2,0.716625987266148
ISIC_0010844,2,0.8704317781281885
ISIC_0012339,2,0.6323239015294717
ISIC_0014607,2,0.6926237873049919
ISIC_0002206,2,0.34553399900386594
ISIC_0011402,2,0.8777344210733242
ISIC_0014083,2,0.8291068575135214
ISIC_0011347,0,0.9229377393439894
ISIC_0014026,2,0.5303722634811356
ISIC_0012257,2,0.5580211281306598
ISIC_0012665,2,0.37763759939585095
ISIC_0014707,2,0.6990686518218237
ISIC_0012172,2,0.7408184184731426
ISIC_0013634,2,0.8732352722641141
ISIC_0010337,2,0.7828910287927664
ISIC_0010441,2,0.43959225449916095
ISIC_0012679,2,0.7988564557803985
ISIC_0013595,2,0.721277404982477
ISIC_0014805,2,0.568878533896405
ISIC_0011171,2,0.7084766813637211
ISIC_0013526,2,0.7309556388189107
ISIC_0014044,1,0.8985494917242431
ISIC_0012741,1,0.8540288650461367
ISIC_0013204,2,0.8601952502942602
ISIC_0010102,2,0.8030823169840017
ISIC_0009960,2,0.6852474692518218
ISIC_0000125,2,0.567007332986893
ISIC_0010168,2,0.8253825569733747
ISIC_0013844,2,0.7599041461898752
ISIC_0013792,2,0.6825146931514756
ISIC_0009956,2,0.8876185782924726
ISIC_0008029,2,0.44371258126358853
ISIC_0012338,2,0.5745722435427715
ISIC_0014658,2,0.6387509521724422
ISIC_0000293,0,0.9331992251527343
ISIC_0000255,2,0.8494790360456899
ISIC_0011165,2,0.7831284538175256
ISIC_0011315,2,0.7941894647005832
ISIC_0009935,2,0.837518011962358
ISIC_0013490,2,0.5711910859504875
ISIC_0015079,2,0.6689313646261632
ISIC_0013257,2,0.468762727642986
ISIC_0011132,2,0.7449707244603688
ISIC_0013090,1,0.8749727728163799
ISIC_0000107,2,0.6508210146806196
ISIC_0011297,2,0.7615058695483169
ISIC_0000132,2,0.4621682380968359
ISIC_0012182,2,0.46013730086590443
ISIC_0013921,2,0.5727604591822173
ISIC_0013364,2,0.4280973159148657
ISIC_0006193,2,0.6092710210889561
ISIC_0013400,2,0.6170132088287468
ISIC_0010846,2,0.800103781677239
ISIC_0015189,2,0.8287549700920319
ISIC_0014821,2,0.5577311074028535
ISIC_0013136,2,0.7399717182119044
ISIC_0010087,2,0.5439145616408192
ISIC_0000073,2,0.8293419679446177
ISIC_0000463,2,0.7969714749977914
ISIC_0014476,2,0.6459314267979435
ISIC_0012865,2,0.7471998170313334
ISIC_0000196,2,0.774058605331344
ISIC_0010192,2,0.7072938847900903
ISIC_0000035,2,0.8787010095713728
ISIC_0013676,2,0.5257620946519423
ISIC_0000150,2,0.7977271330244364
ISIC_0010261,2,0.684747682563166
ISIC_0000532,2,0.6201646595442134
ISIC_0012232,2,0.6652629622088648
ISIC_0014001,2,0.5353888360241764
ISIC_0000019,2,0.7360337126565091
ISIC_0014195,2,0.7051601385214343
ISIC_0012879,2,0.8733755207389966
ISIC_0015182,2,0.7349902431230374
ISIC_0012526,2,0.3918348580439623
ISIC_0007693,2,0.7141146710725239
ISIC_0000360,2,0.6442084797726764
ISIC_0000453,2,0.7283581234588392
ISIC_0000310,1,0.881905668011767
ISIC_0000282,2,0.8312169693097218
ISIC_0000155,2,0.8048748592297896
ISIC_0013205,2,0.8335461648734999
ISIC_0010591,2,0.8171446898194814
ISIC_0009974,2,0.866804799280944
ISIC_0012211,2,0.816409640499788
ISIC_0011173,2,0.42642614280317337
ISIC_0000260,2,0.7960687362652646
ISIC_0000017,2,0.8805172308674429
ISIC_0013118,2,0.5463667094294341
ISIC_0000131,2,0.7496422685085573
ISIC_0008347,2,0.43600489893144867
ISIC_0010018,2,0.8540003265923526
ISIC_0013688,2,0.7075030485843112
ISIC_0000285,2,0.8095506504262773
ISIC_0014742,2,0.852093145158618
ISIC_0013530,2,0.6391101735876528
ISIC_0007038,2,0.6338801369402032
ISIC_0010852,2,0.778913216209058
ISIC_0014711,2,0.7661301664708375
ISIC_0013488,1,0.8821439123525701
ISIC_0000338,2,0.6756299360661903
ISIC_0000263,2,0.626998102811472
ISIC_0000177,2,0.6383442563262334
ISIC_0010255,1,0.8501541457082589
ISIC_0000320,2,0.8365199418666049
ISIC_0000283,2,0.8288417357185265
ISIC_0014272,2,0.7008991592162155
ISIC_0012378,2,0.4932596515353219
ISIC_0013980,2,0.39047449740570317
ISIC_0000172,2,0.7553931148526759
ISIC_0014834,2,0.6509280548752284
ISIC_0010060,2,0.5718491631377294
ISIC_0009936,2,0.7060641936332543
ISIC_0010236,2,0.5318565022421524
ISIC_0014174,2,0.7256796978564818
ISIC_0013034,2,0.6398765175190537
ISIC_0002871,2,0.7758156803308542
ISIC_0010201,2,0.7773741379957336
ISIC_0000265,2,0.7720122088975568
ISIC_0011292,2,0.7170692974013475
ISIC_0014273,2,0.8789036986614709
ISIC_0000036,2,0.7999820256475415
ISIC_0013969,2,0.4977989536494236
ISIC_0009942,0,0.9345919901370621
ISIC_0013567,2,0.3622598098109889
ISIC_0010191,2,0.6254870870208046
ISIC_0014915,2,0.840592018365014
ISIC_0012460,2,0.781089201540067
ISIC_0012377,2,0.7515331432365924
ISIC_0014185,2,0.5996957428238945
ISIC_0008992,2,0.4528497970693015
ISIC_0014579,2,0.6553069979332318
ISIC_0011303,2,0.5383587786259543
ISIC_0012208,2,0.731455952697316
ISIC_0000066,2,0.8114954081760324
ISIC_0012901,2,0.7638385252237043
ISIC_0011163,2,0.7722471847266761
ISIC_0014598,2,0.43117261471230883
ISIC_0009938,2,0.781121581029023
ISIC_0013165,2,0.5911652073947649
ISIC_0013275,2,0.697227842086442
ISIC_0012715,2,0.5837067390737309
ISIC_0014132,2,0.5993597218059545
ISIC_0014812,2,0.5394449213347963
ISIC_0005620,2,0.4060863365968611
ISIC_0013777,2,0.7263440867963578
ISIC_0013581,2,0.4259028735603567
ISIC_0014818,2,0.7758579486923698
ISIC_0013680,2,0.45611135361541216
ISIC_0013984,2,0.6398966739652758
ISIC_0000052,2,0.8837057987757108
ISIC_0010497,2,0.7659065218102449
ISIC_0014225,2,0.49648053973527817
ISIC_0012374,2,0.5735589770596335
ISIC_0013403,2,0.7246470588235294
ISIC_0000456,2,0.8522745682004327
ISIC_0014920,2,0.7407604182189278
ISIC_0000396,2,0.8536536376053879
ISIC_0014311,2,0.6899885061175384
ISIC_0010370,2,0.8556649290336396
ISIC_0011227,2,0.37438057482656095
ISIC_0010498,2,0.8574894814279446
ISIC_0012187,2,0.7128960671249094
ISIC_0013192,2,0.7640008393714589
ISIC_0012268,2,0.32999384858558206
ISIC_0000377,2,0.6287227841091259
ISIC_0009912,2,0.6883155919181256
ISIC_0012655,2,0.5308744114682832
ISIC_0000328,2,0.7741919649599759
ISIC_0010479,2,0.7226752478825695
ISIC_0000317,2,0.35894308943089426
ISIC_0010448,2,0.8368593955321945
ISIC_0000380,2,0.7107013204306225
ISIC_0010493,2,0.7485703381574587
ISIC_0013493,2,0.6531594488188976
ISIC_0012878,1,0.9129228691725109
ISIC_0014410,2,0.47647660547872384
ISIC_0004985,2,0.4581714821254609
ISIC_0000163,2,0.6545849746543417
ISIC_0000054,2,0.6852779259190009
ISIC_0013772,2,0.4976993199793316
ISIC_0009955,2,0.5801580995548653
ISIC_0012495,2,0.47063998142392743
ISIC_0012661,1,0.8952682472294502
ISIC_0010227,2,0.7681846494567098
ISIC_0012137,2,0.7064769098622394
ISIC_0014850,2,0.6565903104892209
ISIC_0014557,2,0.5802794049997181
ISIC_0012464,2,0.5016675049328743
ISIC_0000361,2,0.7893946126663705
ISIC_0013996,2,0.4166819878014729
ISIC_0000510,2,0.8744525317452816
ISIC_0000080,2,0.8732186789664731
ISIC_0014913,2,0.793356084602914
ISIC_0012550,2,0.49391227319934017
ISIC_0000059,2,0.8551552540591233
ISIC_0012303,2,0.39039556163988764
ISIC_0000500,2,0.6675868718200562
ISIC_0003051,2,0.39231312983284916
ISIC_0000431,2,0.7068376687838775
ISIC_0000544,2,0.7381122055507288
ISIC_0014028,2,0.699093848299324
ISIC_0013713,2,0.7738967617736122
ISIC_0010336,2,0.8594609974859007
ISIC_0009188,2,0.38964828261180723
ISIC_0012233,2,0.5320660141469997
ISIC_0000522,2,0.6624651545233942
ISIC_0010220,2,0.6477688483067013
ISIC_0000134,2,0.8034375878708351
ISIC_0009758,2,0.5219510058774538
ISIC_0012503,2,0.48454742156509195
ISIC_0010186,2,0.7578601835507283
ISIC_0014164,2,0.5312508741870061
ISIC_0011099,2,0.6059061105432425
ISIC_0014108,2,0.6999742036006614
ISIC_0001119,2,0.7580256555902679
ISIC_0000075,2,0.8979835311372417
ISIC_0000215,2,0.8790018521248599
ISIC_0000392,2,0.8013871898589581
ISIC_0000326,2,0.7715681177661642
ISIC_0014638,2,0.747595032062291
ISIC_0000268,2,0.7911714074924174
ISIC_0000484,2,0.7546482639950659
ISIC_0014082,2,0.658518751563086
ISIC_0013326,2,0.7593302423797282
ISIC_0000264,0,0.91418163375776
ISIC_0013961,2,0.5165397324662933
ISIC_0014685,2,0.3755574291346754
ISIC_0013166,2,0.7101481975042276
ISIC_0000051,2,0.6294834894552306
ISIC_0011393,2,0.528732453714677
ISIC_0000233,2,0.8473828457900595
ISIC_0000336,2,0.6678666686099897
ISIC_0014131,2,0.22265361016506863
ISIC_0014366,2,0.6954101635438596
ISIC_0010581,2,0.7105505308461507
ISIC_0009884,2,0.8025797346881174
ISIC_0009973,2,0.6891561990776095
ISIC_0014337,2,0.4876745737783532
ISIC_0014395,2,0.7884722502071921
ISIC_0013922,2,0.6952233399027125
ISIC_0010492,0,0.9378448589195367
ISIC_0012905,2,0.7832920928461947
ISIC_0000091,2,0.7604549995966315
ISIC_0013437,2,0.8365424846907304
ISIC_0000351,2,0.8782245021319697
ISIC_0008256,2,0.6334222791971185
ISIC_0000486,2,0.8849039871755517
ISIC_0013001,2,0.3300568027797629
ISIC_0010318,2,0.7042750228826792
ISIC_0012469,2,0.8299263154884986
ISIC_0006800,2,0.8188915583321249
ISIC_0014642,2,0.5756244390991622
ISIC_0000016,2,0.5791614999128911
ISIC_0000403,2,0.8036366527687362
ISIC_0014486,2,0.716116404685319
ISIC_0014891,2,0.8250750244059577
ISIC_0013417,1,0.9094780744265281
ISIC_0005639,2,0.5526600734201454
ISIC_0013223,2,0.588646967340591
ISIC_0013865,2,0.5775159551580407
ISIC_0004309,2,0.3726128064144898
ISIC_0010582,2,0.8064077805643182
ISIC_0000278,2,0.8371429747579038
ISIC_0009891,2,0.6587299539963025
ISIC_0013843,2,0.8760153369315449
ISIC_0009962,0,0.9377622553330486
ISIC_0013864,2,0.7463612685424614
ISIC_0012117,2,0.748250945763776
ISIC_0014763,2,0.8376637927093403
ISIC_0013500,2,0.7246436776502256
ISIC_0013053,2,0.6498544408922863
ISIC_0014692,2,0.44545549989746236
ISIC_0009430,2,0.43290172586896414
ISIC_0013747,1,0.8341549788155818
ISIC_0008507,2,0.4544490646407464
ISIC_0012150,1,0.9074208988429571
ISIC_0010590,2,0.763641284124353
ISIC_0011344,2,0.7528331455362578
ISIC_0010341,2,0.6961976496211262
ISIC_0013489,2,0.7637370214379702
ISIC_0014573,2,0.5332729373323629
ISIC_0000190,2,0.7642365064701628
ISIC_0014169,2,0.5846591097962304
ISIC_0014092,2,0.4213205486552024
ISIC_0000039,2,0.8592100852806996
ISIC_0013970,2,0.09069638885674984
ISIC_0013208,2,0.6765363466070458
ISIC_0014904,2,0.8002258697279871
ISIC_0014926,2,0.8470658189782514
ISIC_0012740,2,0.7462743223484423
ISIC_0000099,2,0.7486449649830889
ISIC_0012108,2,0.7168339025065598
ISIC_0013429,2,0.7667990810091033
ISIC_0011215,2,0.5405789260110916
ISIC_0005548,2,0.4483821355115903
ISIC_0000436,2,0.8299808928830289
ISIC_0011321,2,0.6677244973359779
ISIC_0010475,2,0.7899547990332982
ISIC_0009947,2,0.5319285260901329
ISIC_0000529,2,0.6533831360808782
ISIC_0009937,2,0.6258594320514763
ISIC_0012990,2,0.3931316326228975
ISIC_0013172,2,0.6738482954082304
ISIC_0013044,2,0.7228024002526582
ISIC_0013461,2,0.4303380125981264
ISIC_0012697,2,0.7681416645176297
ISIC_0010234,2,0.7100396844999918
ISIC_0014144,2,0.6086542084455717
ISIC_0013174,2,0.632311394891945
ISIC_0012844,2,0.7194093974879041
ISIC_0010104,2,0.7383870888501314
ISIC_0011123,2,0.8518743246256497
ISIC_0000504,2,0.7087590126758926
ISIC_0000460,2,0.6619262470697955
ISIC_0012213,2,0.6787683334397684
ISIC_0010015,2,0.848350830784492
ISIC_0013936,2,0.5566863060167827
ISIC_0013801,2,0.6209862694151361
ISIC_0014299,2,0.2990649183147034
ISIC_0012982,2,0.711092551484648
ISIC_0012481,2,0.4517292594950138
ISIC_0014179,2,0.4762012939894277
ISIC_0012274,2,0.5728724550853694
ISIC_0000482,2,0.7663963763823065
ISIC_0000157,2,0.8738560441442984
ISIC_0013334,2,0.7217756739657324
ISIC_0013749,2,0.5718727968838709
ISIC_0013120,2,0.22865069962057022
ISIC_0014583,2,0.5141906997909398
ISIC_0001118,2,0.7669320288645085
ISIC_0008659,2,0.2468927574800524
ISIC_0000186,2,0.7180663780663781
ISIC_0013709,2,0.6545523509859575
ISIC_0010589,2,0.7452138590555742
ISIC_0010851,2,0.6221716254884465
ISIC_0000495,2,0.8522956049217493
ISIC_0010571,0,0.9175194952382564
ISIC_0014702,2,0.6908343111446167
ISIC_0012539,1,0.8814523351712487
ISIC_0012381,2,0.8050155435341346
ISIC_0013975,2,0.5349838249586506
ISIC_0014346,2,0.4064295531494083
ISIC_0010358,2,0.7386834121956805
ISIC_0000476,2,0.8453708977558693
ISIC_0002647,2,0.35462508178297847
ISIC_0000011,2,0.8116006304759839
ISIC_0000065,2,0.7661762948115594
ISIC_0012521,2,0.7928942164960334
ISIC_0013495,2,0.5536981042706234
ISIC_0000085,2,0.8152245817112327
ISIC_0014922,2,0.6240443209386839
ISIC_0010241,2,0.7743907791932827
ISIC_0013287,2,0.7218300769949708
ISIC_0000393,2,0.829245847249799
ISIC_0014187,2,0.7150614648578304
ISIC_0009504,2,0.4517366058066447
ISIC_0012386,2,0.7341813171075346
ISIC_0011118,2,0.6460116254639681
ISIC_0000013,2,0.735202222178444
ISIC_0013080,2,0.748566450531516
ISIC_0000156,2,0.6581897204721051
ISIC_0014527,2,0.8065135321703334
ISIC_0000182,0,0.9174431482082734
ISIC_0014625,2,0.5856019081873297
ISIC_0010016,2,0.7566403712296984
ISIC_0013235,2,0.7249443913289497
ISIC_0000469,2,0.6697710724202448
ISIC_0014778,2,0.5425289578897581
ISIC_0011359,2,0.6840838880122846
ISIC_0000174,2,0.7310212561930638
ISIC_0000427,2,0.8249789767729587
ISIC_0012309,2,0.42654497825610055
ISIC_0000294,2,0.8978693930018654
ISIC_0012682,2,0.5762101430836384
ISIC_0000363,2,0.6541977096058609
ISIC_0012324,2,0.7606150322598665
ISIC_0013163,2,0.4918797480917408
ISIC_0004715,2,0.512694376083991
ISIC_0010456,2,0.3301423296808004
ISIC_0012260,2,0.6887239682842949
ISIC_0013268,2,0.7352634643651048
ISIC_0013007,2,0.8158385784633398
ISIC_0013320,2,0.8264682266094645
ISIC_0012999,2,0.7159270525949167
ISIC_0000169,2,0.8468375935026999
ISIC_0014823,2,0.529921312959751
ISIC_0014393,2,0.3585757070209644
ISIC_0010020,2,0.8510413380357958
ISIC_0013946,2,0.7622949488456617
ISIC_0000119,2,0.830098089403372
ISIC_0007322,2,0.4743479589820817
ISIC_0013553,2,0.7488170700919103
ISIC_0011161,1,0.881876655233321
ISIC_0012704,0,0.9148464955095665
ISIC_0000100,2,0.8814432695121059
ISIC_0013059,2,0.722366696418187
ISIC_0013124,2,0.7819403349710905
ISIC_0000232,2,0.8312550781832955
ISIC_0012986,1,0.7370961455824598
ISIC_0013819,2,0.3770964504934727
ISIC_0012527,2,0.617526896226776
ISIC_0012811,2,0.87344421322488
ISIC_0014603,2,0.5411699155733927
ISIC_0012939,1,0.8305790837335962
ISIC_0011324,2,0.7519437976082409
ISIC_0014263,2,0.7291024909141265
ISIC_0000481,2,0.8746658889823502
ISIC_0014031,2,0.23750676200910087
ISIC_0013224,2,0.28162514578346004
ISIC_0007760,2,0.5014826261535501
ISIC_0000331,2,0.6533794964797548
ISIC_0013173,2,0.11310529359077562
ISIC_0014089,2,0.40521647481603296
ISIC_0010244,2,0.5059251470630026
ISIC_0000487,2,0.7020360989524419
ISIC_0002107,2,0.41792458022950424
ISIC_0012891,2,0.8417341829406677
ISIC_0001100,2,0.5381672712408773
ISIC_0013443,2,0.6957992843518881
ISIC_0013294,2,0.3474389684156172
ISIC_0000530,1,0.8717761381297342
ISIC_0015204,2,0.7339308371041233
ISIC_0005187,2,0.38626426362376026
ISIC_0000064,2,0.6883996596616271
ISIC_0000079,2,0.7707317073170732
ISIC_0014794,2,0.6583625296601572
ISIC_0012103,2,0.7751478485629203
ISIC_0012214,2,0.7019574905041522
ISIC_0011353,2,0.7278456466938142
ISIC_0010356,2,0.6528916966248997
ISIC_0000164,2,0.768623725256868
ISIC_0013896,2,0.5204841816167544
ISIC_0011097,2,0.6643322896400778
ISIC_0009160,2,0.3505482057890399
ISIC_0011349,2,0.878901141339234
ISIC_0012332,2,0.6700341423619953
ISIC_0009905,2,0.6201865542271086
ISIC_0013177,2,0.5717113315945996
ISIC_0000323,2,0.558541134891027
ISIC_0000311,1,0.897040556236691
ISIC_0014769,2,0.893793912244264
ISIC_0012263,2,0.32484926256246793
ISIC_0010348,2,0.6185996595191003
ISIC_0000082,2,0.7540447080344237
ISIC_0011131,2,0.7335664335664336
ISIC_0012673,2,0.7522471827540665
ISIC_0000140,2,0.8220186192002419
ISIC_0000290,2,0.7695184288404627
ISIC_0011140,2,0.6972331267036425
ISIC_0015110,2,0.7605269050502854
ISIC_0000314,2,0.8555312907431551
ISIC_0015260,2,0.6714296889347274
ISIC_0014190,2,0.6307873222641035
ISIC_0012828,2,0.6039036320806449
ISIC_0012884,2,0.7218986132735047
ISIC_0014502,2,0.6006026843967912
ISIC_0009993,2,0.7887738560165058
ISIC_0010584,2,0.8280877443967573
ISIC_0014511,2,0.2651271614860135
ISIC_0012359,2,0.7455747211935718
ISIC_0013342,2,0.8026808792001443
ISIC_0000078,2,0.7638045311274269
ISIC_0012508,2,0.4602589204827727
ISIC_0000386,2,0.7210582606070781
ISIC_0014438,2,0.5914079124621241
ISIC_0000151,2,0.6769686138418759
ISIC_0000198,1,0.8802262845729457
ISIC_0013458,1,0.8221386056715398
ISIC_0012148,2,0.5745831524497245
ISIC_0011384,2,0.8617663981588033
ISIC_0008807,2,0.2628739215360202
ISIC_0010075,2,0.833439652158825
ISIC_0013410,2,0.33731404417997396
ISIC_0009880,2,0.6988739021329987
ISIC_0012701,2,0.721251838737239
ISIC_0010206,2,0.8339548516796342
ISIC_0010054,2,0.6857056690188541
ISIC_0000098,2,0.6183659510315754
ISIC_0009902,2,0.8575455259831222
ISIC_0000053,2,0.778095641460034
ISIC_0010213,2,0.5905960451061162
ISIC_0000030,2,0.8096600416803419
ISIC_0012856,2,0.31730425933031914
ISIC_0000223,2,0.7839482479070845
ISIC_0000262,2,0.7784692277538221
ISIC_0000491,2,0.8263042150502394
ISIC_0000212,2,0.8473926730234044
ISIC_0013155,2,0.5636934806395821
ISIC_0009909,2,0.5664378010895502
ISIC_0010180,2,0.8472905058450781
ISIC_0013427,2,0.7943722304965262
ISIC_0011336,2,0.6772085951370613
ISIC_0010565,2,0.7598754059455408
ISIC_0010856,2,0.8478423828618908
ISIC_0011207,1,0.8709656978709024
ISIC_0010182,2,0.6284067697694777
ISIC_0010458,2,0.6732121704122798
ISIC_0012669,2,0.8378022771834475
ISIC_0014739,2,0.7487984936370458
ISIC_0000018,2,0.754834136054034
ISIC_0014079,2,0.5317382492867085
ISIC_0012156,2,0.8256047397678299
ISIC_0012435,2,0.5632093445931983
ISIC_0009911,0,0.9150363283464161
ISIC_0013314,2,0.42182733999917926
ISIC_0013355,2,0.1074594074007193
ISIC_0014229,1,0.901267952974701
ISIC_0011317,2,0.3698117133048996
ISIC_0010567,1,0.9010289270908695
ISIC_0000276,2,0.8442762819608575
ISIC_0010365,2,0.6260582264527197
ISIC_0010552,2,0.6429462592202317
ISIC_0012988,2,0.7454999943573597
ISIC_0013719,2,0.7514658709014364
ISIC_0000044,2,0.844575939254514
ISIC_0013310,2,0.5390094893708036
ISIC_0000123,2,0.6424002913444522
ISIC_0012888,2,0.7930975246633837
ISIC_0013147,2,0.7352051109616677
ISIC_0013958,2,0.7114790760735339
ISIC_0014578,2,0.42884819787634154
ISIC_0013316,2,0.7707201719520796
ISIC_0000027,2,0.8172500157249787
ISIC_0014397,2,0.650377995320702
ISIC_0009882,2,0.8616418375502942
ISIC_0010558,2,0.8440368462510861
ISIC_0010350,2,0.838004250581925
ISIC_0012478,2,0.8219459867505454
ISIC_0012322,2,0.6373051896133929
ISIC_0009919,2,0.8134785381467773
ISIC_0000235,2,0.8387056389212498
ISIC_0012496,2,0.5495883517321141
ISIC_0009982,2,0.7784342041923766
ISIC_0010267,2,0.7928508963707914
ISIC_0000102,2,0.7808357997683696
ISIC_0014919,2,0.6237695864700741
ISIC_0012683,2,0.42378626524675045
ISIC_0010588,0,0.9925640773856126
ISIC_0013394,2,0.8081818313932365
ISIC_0012785,2,0.7634257910498868
ISIC_0000511,2,0.7673911975135654
ISIC_0015113,2,0.5283898187978079
ISIC_0013274,2,0.6904690971973335
ISIC_0013023,1,0.7571398114140073
ISIC_0000376,2,0.8359861285798671
ISIC_0013831,2,0.43559635199967983
ISIC_0014171,2,0.6250997556066236
ISIC_0009929,2,0.47630786086003835
ISIC_0013498,1,0.8730796052116614
ISIC_0014094,2,0.3181635048598978
ISIC_0000068,2,0.7580001757028929
ISIC_0013725,2,0.8494268112839141
ISIC_0000159,2,0.767390057038712
ISIC_0011114,2,0.8236222475897069
ISIC_0000307,0,0.9937229091480104
ISIC_0013390,2,0.6053223448420507
ISIC_0014347,2,0.6995280638833397
ISIC_0014832,2,0.7597144879567994
ISIC_0009889,2,0.7763409140282875
ISIC_0013306,2,0.20898690431490946
ISIC_0000165,2,0.3709213051823417
ISIC_0014432,2,0.4010204293146896
ISIC_0009895,2,0.8080480746669447
ISIC_0011205,2,0.6784375486544427
ISIC_0014730,2,0.75164458622954
ISIC_0013625,2,0.7333995958102955
ISIC_0000069,2,0.8202126456283225
ISIC_0012889,2,0.43222300114378487
ISIC_0013047,2,0.7530366902286395
ISIC_0010042,2,0.8164222895793827
ISIC_0010246,2,0.6948360729478595
ISIC_0012094,2,0.5310959034590895
ISIC_0012183,2,0.8008392823175021
ISIC_0010207,2,0.7532863424142151
ISIC_0012790,2,0.7649691003422545
ISIC_0000302,2,0.8613947143898157
ISIC_0014804,2,0.8552470236729547
ISIC_0013804,2,0.8126490184806476
ISIC_0000514,2,0.8045200774117718
ISIC_0000467,2,0.8674060486712616
ISIC_0000062,2,0.7032087559701341
ISIC_0009877,1,0.8896039164207389
ISIC_0010861,2,0.54377970824455
ISIC_0013233,2,0.2434633594798954
ISIC_0011085,2,0.8381060195895063
ISIC_0000246,2,0.8321875663571607
ISIC_0014289,2,0.7172179284215221
ISIC_0009920,2,0.6526562310958501
ISIC_0013075,2,0.5161106602992538
ISIC_0005000,2,0.3295019620988021
ISIC_0014933,2,0.3670788170579734
ISIC_0012813,2,0.8195224302512425
ISIC_0000072,2,0.6978228700202141
ISIC_0000535,2,0.797570575022171
ISIC_0008396,2,0.30310744455078853
ISIC_0009941,2,0.8199279475552698
ISIC_0010051,2,0.8845341851584605
ISIC_0012810,2,0.4394615989648086
ISIC_0000101,0,0.9047399514665948
ISIC_0000321,2,0.6428078335976857
ISIC_0008207,2,0.3013100436681223
ISIC_0010490,2,0.8356396431590327
ISIC_0012543,1,0.8206836605612402
ISIC_0000370,1,0.9012854934934089
ISIC_0009953,2,0.6893321724057683
ISIC_0000325,2,0.754831154217781
ISIC_0014163,2,0.6364176248610229
ISIC_0013341,0,0.9256660775268775
ISIC_0014754,2,0.6788200954773379
ISIC_0010329,0,0.9458390894176829
ISIC_0014788,2,0.3717039451480728
ISIC_0010043,2,0.7246763650058734
ISIC_0000121,2,0.7564171588963022
ISIC_0012291,2,0.7493676387097781
ISIC_0010090,2,0.6386733902249806
ISIC_0000367,0,0.9065399436582449
ISIC_0000209,2,0.8416062769029586
ISIC_0013740,2,0.7838128366976678
ISIC_0000217,2,0.8444520592174745
ISIC_0000074,2,0.621232192797158
ISIC_0012397,2,0.6698530296701664
ISIC_0000538,2,0.7219099289905635
ISIC_0011135,2,0.5255441023078878
ISIC_0007475,2,0.6316474440293076
ISIC_0010466,2,0.49548756136480554
ISIC_0000176,2,0.6185559624976494
ISIC_0012823,2,0.30702073608554775
ISIC_0010569,2,0.849694305145291
ISIC_0010047,2,0.6166254715753869
ISIC_0006982,2,0.551089375753944
ISIC_0011212,2,0.7633133997336561
ISIC_0014723,2,0.83415804557289
ISIC_0000383,2,0.7675849639546859
ISIC_0013015,2,0.7319770404806282
ISIC_0013424,2,0.7111066858428292
ISIC_0013187,1,0.8513955552100944
ISIC_0000031,2,0.7667929217318402
ISIC_0014013,2,0.762857165670221
ISIC_0013369,2,0.5011682363234007
ISIC_0012950,2,0.5694915719508222
ISIC_0000327,2,0.6877224107520449
ISIC_0010022,1,0.896823673019031
ISIC_0013667,2,0.7118639376948361
ISIC_0000218,2,0.8803208234817708
ISIC_0009961,2,0.7450458351306495
ISIC_0015082,2,0.707134011862579
ISIC_0000554,2,0.7312730953222126
ISIC_0000358,2,0.7721576614352462
ISIC_0012871,2,0.7122749797864285
ISIC_0013129,2,0.761282423172321
ISIC_0013335,2,0.7768605170509095
ISIC_0010854,2,0.7679165127447358
ISIC_0000127,2,0.7156022003842228
ISIC_0014846,0,0.905930793345476
ISIC_0000384,2,0.4784736977414159
ISIC_0002879,2,0.42961593529055786
ISIC_0013492,2,0.7538788872529336
ISIC_0013181,2,0.798545923936256
ISIC_0015153,2,0.8690508749276591
ISIC_0012675,2,0.8170493545283534
ISIC_0012735,2,0.5522525151014146
ISIC_0009966,2,0.8212302652776287
ISIC_0013311,2,0.41952120547362537
ISIC_0004115,2,0.4000103600668497
ISIC_0009967,2,0.7085085108497986
ISIC_0010447,2,0.7937098768367492
ISIC_0013200,2,0.7406837462981442
ISIC_0012787,2,0.7604931624416035
ISIC_0012209,2,0.22212889195790864
ISIC_0014498,2,0.5634176407508493
ISIC_0014602,2,0.7403531131918958
ISIC_0000390,2,0.8210402415137581
ISIC_0012415,2,0.8082548783268724
ISIC_0000088,2,0.7186196842538242
ISIC_0012097,2,0.6232343717438487
ISIC_0011117,2,0.7617494650055731
ISIC_0012271,2,0.4359101815173888
ISIC_0013189,2,0.7723692914205327
ISIC_0000259,0,0.9670236833293087
ISIC_0000256,1,0.8526144791454038
ISIC_0014866,2,0.7457926800998016
ISIC_0013596,2,0.7344644029640746
ISIC_0015233,2,0.7880191150763285
ISIC_0000093,2,0.7850653401365985
ISIC_0013065,2,0.20959822833631853
ISIC_0000275,2,0.6662164010669585
ISIC_0013217,2,0.19078906725737133
ISIC_0014173,2,0.7721491024330824
ISIC_0010264,2,0.82147245243544
ISIC_0013193,2,0.6669101209977881
ISIC_0009981,2,0.44811121316829233
