ID,i,ii,iii
ISIC_0011089,4,7,2
ISIC_0011090,1,8,0
ISIC_0011095,5,7,6
ISIC_0011097,8,3,3
ISIC_0011098,3,2,4
ISIC_0011099,0,8,4
ISIC_0011101,8,6,6
ISIC_0011102,4,8,8
ISIC_0011107,1,7,5
ISIC_0011110,8,7,1
ISIC_0011112,3,4,6
ISIC_0011114,8,6,2
ISIC_0011115,3,8,8
ISIC_0011117,6,8,3
ISIC_0011118,1,4,6
ISIC_0011119,5,8,2
ISIC_0011121,8,8,1
ISIC_0011123,4,3,8
ISIC_0011124,1,2,8
ISIC_0011126,8,3,6
ISIC_0011127,4,1,5
ISIC_0011130,1,6,4
ISIC_0011131,3,8,7
ISIC_0011132,5,2,7
ISIC_0011135,1,8,7
ISIC_0011136,3,7,5
ISIC_0011137,8,3,6
ISIC_0011140,6,5,3
ISIC_0011143,2,5,4
ISIC_0011144,6,6,7
ISIC_0011145,4,8,6
ISIC_0011146,6,5,2
ISIC_0011155,5,8,7
ISIC_0011157,7,6,5
ISIC_0011158,3,7,8
ISIC_0011159,1,8,8
ISIC_0011161,6,4,4
ISIC_0011162,7,0,4
ISIC_0011163,1,6,7
ISIC_0011164,6,6,1
ISIC_0011165,3,3,8
ISIC_0011166,2,7,7
ISIC_0011167,2,7,8
ISIC_0011168,5,6,5
ISIC_0011169,7,2,7
ISIC_0011170,7,4,4
ISIC_0011171,5,4,3
ISIC_0011173,2,3,5
ISIC_0011176,3,4,5
ISIC_0011177,8,3,6
ISIC_0011199,8,7,2
ISIC_0011203,5,8,4
ISIC_0011204,5,3,5
ISIC_0011205,6,2,0
ISIC_0011207,8,6,3
ISIC_0011208,1,8,6
ISIC_0011210,7,2,5
ISIC_0011211,6,0,6
ISIC_0011212,5,6,8
ISIC_0011213,8,7,2
ISIC_0011214,4,4,8
ISIC_0011215,8,3,7
ISIC_0011217,4,4,4
ISIC_0011218,2,3,4
ISIC_0011219,5,6,6
ISIC_0011220,1,5,4
ISIC_0011223,0,4,4
ISIC_0011224,5,8,2
ISIC_0011225,6,6,2
ISIC_0011227,2,2,5
ISIC_0011229,4,4,6
ISIC_0011230,6,4,4
ISIC_0011292,7,8,6
ISIC_0011294,3,7,6
ISIC_0011296,3,2,7
ISIC_0011297,6,5,8
ISIC_0011298,3,4,3
ISIC_0011300,5,8,8
ISIC_0011303,6,4,4
ISIC_0011304,4,8,5
ISIC_0011305,4,2,3
ISIC_0011306,2,3,3
ISIC_0011310,2,3,4
ISIC_0011315,0,8,3
ISIC_0011317,5,2,4
ISIC_0011321,7,5,8
ISIC_0011322,1,8,3
ISIC_0011324,7,4,7
ISIC_0011326,1,6,3
ISIC_0011327,4,8,1
ISIC_0011328,6,2,2
ISIC_0011330,4,5,7
ISIC_0011333,3,4,8
ISIC_0011336,0,4,5
ISIC_0011338,0,5,7
ISIC_0011339,5,0,1
ISIC_0011343,3,7,8
ISIC_0011344,4,1,7
ISIC_0011345,1,8,5
ISIC_0011347,8,1,4
ISIC_0011348,1,8,1
ISIC_0011349,5,0,3
ISIC_0011352,5,8,2
ISIC_0011353,3,8,2
ISIC_0011358,8,8,4
ISIC_0011359,4,8,1
ISIC_0011361,4,8,8
ISIC_0011362,4,3,8
ISIC_0011363,8,5,5
ISIC_0011366,5,1,8
ISIC_0011367,8,3,1
ISIC_0011372,6,1,5
ISIC_0011382,4,4,5
ISIC_0011384,0,8,5
ISIC_0011386,5,6,7
ISIC_0011387,8,3,2
ISIC_0011393,4,2,6
ISIC_0011397,0,3,4
ISIC_0011398,0,4,3
ISIC_0011402,4,7,2
ISIC_0012089,4,8,3
ISIC_0012090,1,4,2
ISIC_0012094,4,8,3
ISIC_0012097,6,1,5
ISIC_0012102,6,4,4
ISIC_0012103,2,3,5
ISIC_0012105,7,5,4
ISIC_0012107,5,5,8
ISIC_0012108,1,4,7
ISIC_0012116,6,5,6
ISIC_0012117,6,5,4
ISIC_0012118,8,6,7
ISIC_0012135,4,7,4
ISIC_0012137,5,6,6
ISIC_0012141,6,3,4
ISIC_0012148,8,2,5
ISIC_0012150,8,6,7
ISIC_0012155,3,8,2
ISIC_0012156,4,6,3
ISIC_0012164,2,3,1
ISIC_0012167,1,3,5
ISIC_0012170,3,3,0
ISIC_0012172,3,6,3
ISIC_0012173,2,6,2
ISIC_0012175,2,4,3
ISIC_0012177,3,7,5
ISIC_0012179,5,6,5
ISIC_0012182,5,5,5
ISIC_0012183,6,2,8
ISIC_0012187,3,4,4
ISIC_0012203,6,6,2
ISIC_0012205,5,2,4
ISIC_0012208,5,8,3
ISIC_0012209,4,3,5
ISIC_0012211,2,4,7
ISIC_0012212,6,4,5
ISIC_0012213,2,4,6
ISIC_0012214,8,4,2
ISIC_0012217,3,4,8
ISIC_0012224,2,8,2
ISIC_0012227,8,7,1
ISIC_0012228,3,6,8
ISIC_0012230,4,7,4
ISIC_0012232,1,5,6
ISIC_0012233,7,1,4
ISIC_0012235,3,0,6
ISIC_0012237,0,7,8
ISIC_0012238,7,4,4
ISIC_0012245,2,1,6
ISIC_0012246,5,7,5
ISIC_0012250,4,3,5
ISIC_0012253,1,8,3
ISIC_0012257,5,1,7
ISIC_0012259,7,1,2
ISIC_0012260,6,4,3
ISIC_0012261,2,6,8
ISIC_0012263,6,3,6
ISIC_0012268,3,3,1
ISIC_0012271,6,3,5
ISIC_0012274,4,7,5
ISIC_0012278,0,7,4
ISIC_0012281,1,3,5
ISIC_0012282,3,1,1
ISIC_0012284,8,1,8
ISIC_0012285,7,2,3
ISIC_0012290,6,8,7
ISIC_0012291,3,6,2
ISIC_0012294,7,8,2
ISIC_0012298,6,4,2
ISIC_0012299,2,8,8
ISIC_0012303,4,8,2
ISIC_0012309,5,0,1
ISIC_0012311,4,4,8
ISIC_0012318,1,3,0
ISIC_0012320,6,5,3
ISIC_0012322,1,5,6
ISIC_0012324,8,5,5
ISIC_0012325,2,4,8
ISIC_0012329,4,3,7
ISIC_0012332,2,6,2
ISIC_0012333,2,5,8
ISIC_0012334,5,4,6
ISIC_0012338,4,3,6
ISIC_0012339,1,8,3
ISIC_0012342,1,6,5
ISIC_0012348,1,8,6
ISIC_0012351,6,5,3
ISIC_0012359,0,4,0
ISIC_0012360,3,3,1
ISIC_0012363,4,2,3
ISIC_0012374,7,4,5
ISIC_0012376,6,3,3
ISIC_0012377,4,3,5
ISIC_0012378,2,2,5
ISIC_0012379,4,8,8
ISIC_0012381,4,3,2
ISIC_0012382,6,4,6
ISIC_0012384,7,6,0
ISIC_0012386,3,8,4
ISIC_0012390,0,2,1
ISIC_0012391,7,8,5
ISIC_0012397,3,7,1
ISIC_0012406,5,6,3
ISIC_0012413,6,0,7
ISIC_0012415,5,5,5
ISIC_0012416,6,2,8
ISIC_0012433,6,0,2
ISIC_0012435,2,6,3
ISIC_0012442,4,6,6
ISIC_0012445,3,4,6
ISIC_0012450,4,5,2
ISIC_0012452,6,3,5
ISIC_0012453,1,6,7
ISIC_0012455,7,6,1
ISIC_0012459,4,8,8
ISIC_0012460,7,5,4
ISIC_0012464,4,3,1
ISIC_0012469,7,1,7
ISIC_0012473,8,2,6
ISIC_0012475,2,4,6
ISIC_0012478,3,7,1
ISIC_0012481,6,6,0
ISIC_0012487,6,2,4
ISIC_0012489,4,8,2
ISIC_0012494,2,3,3
ISIC_0012495,5,2,3
ISIC_0012496,6,3,5
ISIC_0012501,0,5,8
ISIC_0012503,5,5,1
ISIC_0012506,2,4,4
ISIC_0012508,4,4,3
ISIC_0012511,2,5,3
ISIC_0012512,8,5,0
ISIC_0012516,3,7,4
ISIC_0012517,3,7,3
ISIC_0012518,3,8,1
ISIC_0012520,4,3,5
ISIC_0012521,6,8,6
ISIC_0012523,4,2,5
ISIC_0012526,6,4,1
ISIC_0012527,1,4,1
ISIC_0012529,5,4,8
ISIC_0012539,4,2,5
ISIC_0012543,5,1,4
ISIC_0012544,6,8,5
ISIC_0012549,7,5,2
ISIC_0012550,5,7,1
ISIC_0012653,3,1,3
ISIC_0012655,6,7,8
ISIC_0012657,8,6,1
ISIC_0012658,3,6,6
ISIC_0012659,6,6,7
ISIC_0012661,3,2,6
ISIC_0012662,4,6,2
ISIC_0012663,8,5,8
ISIC_0012664,6,6,8
ISIC_0012665,3,5,7
ISIC_0012666,5,5,5
ISIC_0012669,2,2,5
ISIC_0012670,3,3,3
ISIC_0012671,8,3,8
ISIC_0012672,1,3,8
ISIC_0012673,5,2,4
ISIC_0012674,5,8,7
ISIC_0012675,8,6,5
ISIC_0012676,2,3,5
ISIC_0012677,7,8,6
ISIC_0012678,3,7,2
ISIC_0012679,4,5,3
ISIC_0012680,5,6,5
ISIC_0012681,6,5,3
ISIC_0012682,6,8,5
ISIC_0012683,5,7,5
ISIC_0012685,6,4,6
ISIC_0012690,6,2,5
ISIC_0012692,6,5,4
ISIC_0012693,2,8,6
ISIC_0012696,5,8,8
ISIC_0012697,1,7,2
ISIC_0012699,4,6,6
ISIC_0012700,8,6,5
ISIC_0012701,6,4,7
ISIC_0012702,1,4,8
ISIC_0012704,5,3,4
ISIC_0012706,5,1,3
ISIC_0012709,6,3,1
ISIC_0012710,1,4,4
ISIC_0012711,6,8,1
ISIC_0012713,6,2,8
ISIC_0012715,3,3,1
ISIC_0012719,4,2,8
ISIC_0012721,8,5,4
ISIC_0012725,6,4,8
ISIC_0012726,8,2,3
ISIC_0012735,7,3,6
ISIC_0012737,5,8,5
ISIC_0012739,8,3,3
ISIC_0012740,8,6,5
ISIC_0012741,5,0,1
