ID,i,ii,iii
ISIC_0011089,2,3,2
ISIC_0011090,3,2,2
ISIC_0011095,2,1,2
ISIC_0011097,1,4,2
ISIC_0011098,3,1,1
ISIC_0011099,1,1,3
ISIC_0011101,3,2,1
ISIC_0011102,3,3,3
ISIC_0011107,2,2,2
ISIC_0011110,1,2,3
ISIC_0011112,2,5,1
ISIC_0011114,2,2,3
ISIC_0011115,2,2,3
ISIC_0011117,3,2,2
ISIC_0011118,2,2,1
ISIC_0011119,1,1,3
ISIC_0011121,1,3,2
ISIC_0011123,2,2,1
ISIC_0011124,3,1,1
ISIC_0011126,1,4,1
ISIC_0011127,3,2,2
ISIC_0011130,2,3,1
ISIC_0011131,2,3,3
ISIC_0011132,4,2,1
ISIC_0011135,2,1,3
ISIC_0011136,2,2,2
ISIC_0011137,3,3,1
ISIC_0011140,2,2,2
ISIC_0011143,1,1,2
ISIC_0011144,1,1,1
ISIC_0011145,2,3,2
ISIC_0011146,1,2,1
ISIC_0011155,4,2,3
ISIC_0011157,1,1,2
ISIC_0011158,4,5,4
ISIC_0011159,4,2,3
ISIC_0011161,1,1,2
ISIC_0011162,2,2,1
ISIC_0011163,2,1,1
ISIC_0011164,1,2,2
ISIC_0011165,3,1,1
ISIC_0011166,1,1,2
ISIC_0011167,3,2,2
ISIC_0011168,3,2,3
ISIC_0011169,2,3,1
ISIC_0011170,2,1,2
ISIC_0011171,1,3,2
ISIC_0011173,3,2,1
ISIC_0011176,3,2,1
ISIC_0011177,1,3,1
ISIC_0011199,3,2,3
ISIC_0011203,1,1,1
ISIC_0011204,2,4,1
ISIC_0011205,1,3,3
ISIC_0011207,1,2,1
ISIC_0011208,1,1,2
ISIC_0011210,2,1,1
ISIC_0011211,2,3,1
ISIC_0011212,2,1,1
ISIC_0011213,2,1,1
ISIC_0011214,1,2,2
ISIC_0011215,1,2,2
ISIC_0011217,2,2,1
ISIC_0011218,2,2,2
ISIC_0011219,3,3,3
ISIC_0011220,2,4,1
ISIC_0011223,1,1,2
ISIC_0011224,1,2,2
ISIC_0011225,1,2,1
ISIC_0011227,2,2,1
ISIC_0011229,2,1,2
ISIC_0011230,2,1,1
ISIC_0011292,1,2,2
ISIC_0011294,1,2,2
ISIC_0011296,2,2,2
ISIC_0011297,3,2,2
ISIC_0011298,2,2,3
ISIC_0011300,3,3,1
ISIC_0011303,3,1,1
ISIC_0011304,3,1,2
ISIC_0011305,2,2,1
ISIC_0011306,3,1,2
ISIC_0011310,1,1,3
ISIC_0011315,2,1,2
ISIC_0011317,1,1,1
ISIC_0011321,3,1,2
ISIC_0011322,3,1,3
ISIC_0011324,1,3,2
ISIC_0011326,2,1,2
ISIC_0011327,2,2,3
ISIC_0011328,3,1,2
ISIC_0011330,3,1,1
ISIC_0011333,2,1,2
ISIC_0011336,1,2,1
ISIC_0011338,2,2,3
ISIC_0011339,1,1,1
ISIC_0011343,3,1,2
ISIC_0011344,1,1,2
ISIC_0011345,3,2,3
ISIC_0011347,4,1,1
ISIC_0011348,2,4,3
ISIC_0011349,1,2,1
ISIC_0011352,1,1,3
ISIC_0011353,1,3,4
ISIC_0011358,2,2,2
ISIC_0011359,1,1,1
ISIC_0011361,4,3,2
ISIC_0011362,2,1,1
ISIC_0011363,1,3,3
ISIC_0011366,3,2,1
ISIC_0011367,1,2,1
ISIC_0011372,2,3,2
ISIC_0011382,1,1,3
ISIC_0011384,2,1,2
ISIC_0011386,3,2,2
ISIC_0011387,1,3,3
ISIC_0011393,3,2,1
ISIC_0011397,2,2,2
ISIC_0011398,1,3,0
ISIC_0011402,1,2,1
ISIC_0012089,2,2,1
ISIC_0012090,1,1,1
ISIC_0012094,2,2,3
ISIC_0012097,1,1,1
ISIC_0012102,0,1,3
ISIC_0012103,2,1,1
ISIC_0012105,1,1,1
ISIC_0012107,4,1,1
ISIC_0012108,2,1,2
ISIC_0012116,2,1,1
ISIC_0012117,1,2,1
ISIC_0012118,3,4,1
ISIC_0012135,2,1,1
ISIC_0012137,3,1,1
ISIC_0012141,3,3,1
ISIC_0012148,2,2,1
ISIC_0012150,2,2,1
ISIC_0012155,1,2,1
ISIC_0012156,2,3,4
ISIC_0012164,1,1,1
ISIC_0012167,2,1,2
ISIC_0012170,1,3,2
ISIC_0012172,2,3,1
ISIC_0012173,1,1,1
ISIC_0012175,2,1,2
ISIC_0012177,3,2,3
ISIC_0012179,2,1,1
ISIC_0012182,2,3,3
ISIC_0012183,2,1,1
ISIC_0012187,3,2,2
ISIC_0012203,1,3,2
ISIC_0012205,2,1,1
ISIC_0012208,2,1,2
ISIC_0012209,1,3,1
ISIC_0012211,3,1,1
ISIC_0012212,1,2,1
ISIC_0012213,2,1,2
ISIC_0012214,2,2,3
ISIC_0012217,3,2,1
ISIC_0012224,2,1,2
ISIC_0012227,1,2,1
ISIC_0012228,1,2,1
ISIC_0012230,1,2,1
ISIC_0012232,2,1,1
ISIC_0012233,1,2,1
ISIC_0012235,1,1,1
ISIC_0012237,1,1,2
ISIC_0012238,1,3,1
ISIC_0012245,1,1,1
ISIC_0012246,2,2,3
ISIC_0012250,2,1,2
ISIC_0012253,1,1,1
ISIC_0012257,1,2,1
ISIC_0012259,1,2,2
ISIC_0012260,1,1,1
ISIC_0012261,2,1,1
ISIC_0012263,1,2,3
ISIC_0012268,1,2,3
ISIC_0012271,3,1,1
ISIC_0012274,2,2,3
ISIC_0012278,1,1,3
ISIC_0012281,1,2,1
ISIC_0012282,1,2,1
ISIC_0012284,1,1,1
ISIC_0012285,1,3,1
ISIC_0012290,3,2,4
ISIC_0012291,2,2,1
ISIC_0012294,2,3,2
ISIC_0012298,1,2,1
ISIC_0012299,1,1,2
ISIC_0012303,2,1,2
ISIC_0012309,1,3,1
ISIC_0012311,1,1,1
ISIC_0012318,1,1,1
ISIC_0012320,1,2,1
ISIC_0012322,2,2,2
ISIC_0012324,1,1,4
ISIC_0012325,1,1,1
ISIC_0012329,2,1,1
ISIC_0012332,2,2,2
ISIC_0012333,3,1,2
ISIC_0012334,1,2,1
ISIC_0012338,1,2,1
ISIC_0012339,3,2,2
ISIC_0012342,2,1,1
ISIC_0012348,2,2,1
ISIC_0012351,1,4,2
ISIC_0012359,1,2,1
ISIC_0012360,1,3,1
ISIC_0012363,1,1,1
ISIC_0012374,1,2,1
ISIC_0012376,1,2,1
ISIC_0012377,1,2,1
ISIC_0012378,2,1,2
ISIC_0012379,4,2,2
ISIC_0012381,1,1,1
ISIC_0012382,1,2,3
ISIC_0012384,1,2,2
ISIC_0012386,1,2,1
ISIC_0012390,1,2,1
ISIC_0012391,1,2,2
ISIC_0012397,1,1,2
ISIC_0012406,2,1,2
ISIC_0012413,2,1,2
ISIC_0012415,2,2,3
ISIC_0012416,2,3,1
ISIC_0012433,1,2,1
ISIC_0012435,1,2,1
ISIC_0012442,1,1,2
ISIC_0012445,4,2,2
ISIC_0012450,1,1,2
ISIC_0012452,2,1,1
ISIC_0012453,1,1,3
ISIC_0012455,2,2,2
ISIC_0012459,3,1,1
ISIC_0012460,1,1,1
ISIC_0012464,0,2,2
ISIC_0012469,1,2,1
ISIC_0012473,2,2,1
ISIC_0012475,4,1,2
ISIC_0012478,2,1,3
ISIC_0012481,1,2,2
ISIC_0012487,1,2,1
ISIC_0012489,1,2,2
ISIC_0012494,2,2,1
ISIC_0012495,2,1,1
ISIC_0012496,2,2,1
ISIC_0012501,2,1,2
ISIC_0012503,1,1,1
ISIC_0012506,2,1,2
ISIC_0012508,2,1,2
ISIC_0012511,2,1,3
ISIC_0012512,1,2,3
ISIC_0012516,1,2,3
ISIC_0012517,2,1,1
ISIC_0012518,1,1,2
ISIC_0012520,1,2,1
ISIC_0012521,2,1,3
ISIC_0012523,2,1,1
ISIC_0012526,1,2,1
ISIC_0012527,2,1,2
ISIC_0012529,2,1,1
ISIC_0012539,3,2,3
ISIC_0012543,1,2,2
ISIC_0012544,3,2,2
ISIC_0012549,2,3,2
ISIC_0012550,3,2,3
ISIC_0012653,1,2,1
ISIC_0012655,2,1,2
ISIC_0012657,2,2,1
ISIC_0012658,3,1,2
ISIC_0012659,1,1,1
ISIC_0012661,1,1,1
ISIC_0012662,1,5,3
ISIC_0012663,3,2,2
ISIC_0012664,3,1,1
ISIC_0012665,2,1,1
ISIC_0012666,1,2,3
ISIC_0012669,2,1,2
ISIC_0012670,3,1,1
ISIC_0012671,2,2,1
ISIC_0012672,3,1,1
ISIC_0012673,3,1,1
ISIC_0012674,1,1,2
ISIC_0012675,3,2,1
ISIC_0012676,1,2,2
ISIC_0012677,1,5,2
ISIC_0012678,1,1,2
ISIC_0012679,1,2,3
ISIC_0012680,2,2,3
ISIC_0012681,1,1,2
ISIC_0012682,2,1,2
ISIC_0012683,1,1,4
ISIC_0012685,2,1,1
ISIC_0012690,3,2,1
ISIC_0012692,1,2,2
ISIC_0012693,2,1,2
ISIC_0012696,2,1,1
ISIC_0012697,3,1,3
ISIC_0012699,2,2,2
ISIC_0012700,2,3,2
ISIC_0012701,2,3,3
ISIC_0012702,2,2,1
ISIC_0012704,2,1,1
ISIC_0012706,1,2,1
ISIC_0012709,1,2,3
ISIC_0012710,2,1,3
ISIC_0012711,1,2,2
ISIC_0012713,1,2,1
ISIC_0012715,1,3,1
ISIC_0012719,3,1,2
ISIC_0012721,3,3,1
ISIC_0012725,2,3,1
ISIC_0012726,1,2,1
ISIC_0012735,1,2,3
ISIC_0012737,1,1,2
ISIC_0012739,2,2,1
ISIC_0012740,2,2,1
ISIC_0012741,1,3,1
